learner_id,learner_name,country,region,job_role,industry,background,excel_years,r_experience_level,enrolment_date,first_login_date,week,study_hours,lessons_completed,confidence_score,pre_assessment_score,project_score,first_script_completed,used_rstudio,used_quarto,used_git,used_renv,preferred_learning_mode,monthly_income_band,completion_status,manager_support,notes,payment_probability_score
L0587,Learner_587, norway ,South America,Analyst,Healthcare,Power BI,2.2,Intermediate,22 Mar 2025,27 Mar 2025,2,9.8,15,75,53,76.9,1,FALSE,No,TRUE,FALSE,Instructor-led,High, Paused ,Y,Needs support,22.1
L0588,Learner_588, Canada ,Africa,Student,Retail, google sheets ,5.2,Beginner,04 Dec 2025,12/09/2025,2,9.9,25,99,69,55.95,1,FALSE,TRUE,FALSE,No,Hybrid,Upper-Middle,Paused,1,Struggling,17.2
L0589,Learner_589, Nigeria ,Asia,Analyst,Healthcare, excel ,8.9,Intermediate,03 Jul 2025,07 Jul 2025,6,9.3,22,93,53,62.65,0,N,N,N,N,Instructor-led,Low, Dropped ,TRUE,NA,4.1
L0590,Learner_590,south korea,Europe,Consultant,Retail,google sheets,5.2,Advanced,25 Apr 2025,04/27/2025,10,8.4,26,51,25,87.2,1,Yes,FALSE,Yes,0,Self-paced,Upper-Middle,In Progress,TRUE,NA,18.6
L0591,Learner_591, JAPAN ,Africa,Clerk, Retail ,Power BI,4.3,Intermediate,13-01-2025,01/19/2025,6,13.1,32,68,73,57.55,FALSE,0,Y,N,Y,Self-paced,Low,Completed,0,Struggling,17.9
L0592,Learner_592,united states,Oceania,Student,Healthcare,SpreadSheet,3,Advanced,26 Feb 2025,NA,9,12.3,28,90,35,75.15,Y,N,FALSE,Y,TRUE,Hybrid,Upper-Middle,Completed,Y,Struggling,24.2
L0593,Learner_593, MEXICO ,Oceania,Analyst,Government,Google Sheets,2.2,Intermediate,08/09/2025,08/11/2025,3,17.4,40,80,23,97.7,1,FALSE,FALSE,Yes,FALSE,Hybrid,High, Completed ,Y,NA,7.6
L0594,Learner_594,ireland,Europe,Clerk,Government,Power BI,0.5,Beginner,13-06-2025,06/17/2025,12,8,18,81,69,94,No,0,Y,N,N,Instructor-led,Upper-Middle,Paused,N,Good progress,25.8
L0595,Learner_595, ireland ,Africa,Clerk,Education,Google Sheets,7.9,Advanced,23 Jan 2025,NA,5,14.7,10,95,69,62.35,FALSE,Y,0,Yes,0,Hybrid,Upper-Middle, Dropped ,0,Needs support,25.8
L0596,Learner_596, INDIA ,Africa, Clerk , Retail , spreadsheet ,9.6,Intermediate,06-08-2025,14-08-2025,9,9.4,31,61,21,64.7,Y,0,TRUE,Y,0,Hybrid,High,Completed,Yes,Struggling,9.7
L0596,Learner_597,SWITZERLAND,Europe,Engineer,Healthcare, Manual Reporting ,9.1,Beginner,17 Apr 2025,04/20/2025,8,13.4,35,44,58,70.7,N,0,1,Y,0,Hybrid,Upper-Middle,Completed,Y,Struggling,19.7
L0598,Learner_598,Norway,Asia,Analyst,Government,Spreadsheet,2.9,Beginner,2025-09-25,10/02/2025,10,4.6,12,78,20,72.3,No,1,Yes,No,No,Hybrid,Upper-Middle,Completed,FALSE,Needs support,22.1
L0599,Learner_599,INDIA,Oceania, Student ,Retail, google sheets ,2.4,Beginner,2025-03-11,03/19/2025,3,8.7,26,43,25,81.35,No,1,TRUE,Yes,FALSE,Instructor-led,Lower-Middle,Completed,No,Fast learner,9.7
L0600,Learner_600, UNITED STATES ,South America,Consultant,Education,google sheets,3.1,Beginner,12 Jul 2025,07/19/2025,8,17.1,17,62,53,61.55,0,Yes,No,Yes,N,Self-paced,High,In Progress,Yes,Good progress,24.2
L0601,Learner_601,denmark,Africa,Clerk,Government,Google Sheets,3.3,Beginner,26 Aug 2025,2025-09-01,5,15.5,19,94,30,94.75,1,Yes,FALSE,FALSE,0,Hybrid,Lower-Middle,Completed,FALSE,Good progress,23.5
L0602,Learner_602,Canada,Europe,Consultant,Tech, Spreadsheet ,6.1,Beginner,02/09/2025,10 Feb 2025,2,12.3,29,87,51,NA,No,0,Yes,0,0,Hybrid,Upper-Middle, In Progress ,Y,Struggling,17.2
L0603,Learner_603,DENMARK,Europe,Engineer, Healthcare , MS Excel ,6.4,Intermediate,29-08-2025,NA,12,11.6,18,90,26,93.8,0,1,0,Yes,No,Hybrid,Upper-Middle,Completed,FALSE,Needs support,23.5
L0604,Learner_604,norway,South America,Analyst,Government,spreadsheet,1.1,Beginner,06/26/2025,07/05/2025,1,9.9,33,58,42,56.95,N,No,TRUE,TRUE,0,Instructor-led,Low,In Progress,TRUE,Needs support,22.1
L0605,Learner_605,United Kingdom,Asia, Consultant ,Government,Spreadsheet,5,Beginner,11 Apr 2025,2025-04-21,1,11.6,9,77,38,72.8,No,0,Yes,TRUE,No,Self-paced,Low,In Progress,0,NA,24.9
L0606,Learner_606,Netherlands,Oceania,Engineer, Retail ,SpreadSheet,0.5,Beginner,13 Jun 2025,06/18/2025,3,9.2,17,42,68,79.6,0,1,1,Yes,0,Hybrid,Upper-Middle,Dropped,No,Struggling,13.4
L0607,Learner_607,UNITED KINGDOM,Asia,Student,Finance,MS Excel,6.6,Advanced,23 May 2025,02 Jun 2025,12,9.6,38,64,65,76.8,N,No,1,No,0,Instructor-led,Low,Completed,Yes,Struggling,24.9
L0608,Learner_608,NETHERLANDS,Africa,Analyst, Retail ,Power BI,9.5,Intermediate,2025-06-13,06/21/2025,3,19,7,88,73,59.5,0,TRUE,TRUE,1,0,Self-paced,Low,Paused,Y,Struggling,13.4
L0609,Learner_609,NORWAY,North America,Engineer, Tech ,excel,9.6,Intermediate,06/28/2025,NA,7,15.3,29,86,53,70.65,Y,Yes,0,N,TRUE,Instructor-led,Lower-Middle,Completed,FALSE,Fast learner,22.1
L0610,Learner_610, singapore ,North America, Analyst ,Retail,Google Sheets,9.1,Beginner,08-10-2025,NA,10,22.5,15,92,70,100,TRUE,1,Y,FALSE,FALSE,Hybrid,Upper-Middle, Dropped ,No,NA,20.4
L0611,Learner_611,China,Oceania,Analyst, Education ,Excel,4.8,Intermediate,19 Feb 2025,02/20/2025,11,15.6,15,43,22,88.8,1,No,0,Yes,FALSE,Instructor-led,High, In Progress ,Y,Struggling,16.5
L0612,Learner_612,ireland,Asia,Engineer, Finance ,Spreadsheet,3.7,Beginner,15-04-2025,2025-04-20,8,11.2,11,73,46,68.6,TRUE,Yes,Y,0,Yes,Self-paced,Low,Dropped,FALSE,Good progress,25.8
L0613,Learner_613,United States,North America,Clerk, Healthcare , Google Sheets ,3.9,Beginner,15-12-2025,NA,4,13.5,18,NA,77,NA,FALSE,FALSE,FALSE,Yes,Yes,Instructor-led,Low, Paused ,No,Needs support,24.2
L0614,Learner_614,nigeria,Oceania, Analyst ,Tech,Google Sheets,9.4,Intermediate,03/20/2025,2025-03-28,1,12.9,29,52,49,81.45,FALSE,No,0,N,TRUE,Self-paced,Lower-Middle,In Progress,No,Struggling,4.1
L0615,Learner_615, south korea ,Oceania,Manager,Tech,Google Sheets,6.9,Beginner,10-10-2025,2025-10-15,1,17.1,10,51,41,97.55,No,FALSE,0,Yes,N,Hybrid,Upper-Middle,Dropped,Yes,Good progress,18.6
L0616,Learner_616,Australia,South America, Consultant ,Tech,Excel,4.2,Beginner,19-05-2025,25 May 2025,8,10.7,35,59,57,NA,FALSE,0,0,Y,Yes,Hybrid,Low, Completed ,FALSE,Needs support,15.9
L0617,Learner_617,india,South America, Analyst ,Tech,Excel,4.8,Beginner,2025-05-31,2025-05-31,4,19.9,29,99,38,69.95,No,Yes,N,TRUE,N,Self-paced,Low,Paused,Y,NA,9.7
L0618,Learner_618, FRANCE ,Europe,Engineer,Government,Spreadsheet,7.5,Intermediate,2025-07-04,04 Jul 2025,9,9.1,39,46,21,85.55,No,No,No,1,FALSE,Self-paced,High,In Progress,FALSE,Good progress,14.1
L0619,Learner_619,NIGERIA,South America, Student ,Retail, Manual Reporting ,7.3,Intermediate,11/14/2025,23-11-2025,3,11.4,38,48,41,58.7,Y,Yes,0,No,No,Instructor-led,Lower-Middle,In Progress,TRUE,Fast learner,4.1
L0620,Learner_620,UNITED STATES,Asia,Manager,Government, power bi ,4.7,Beginner,02 Dec 2025,09-12-2025,10,11.5,16,45,29,88.75,N,TRUE,FALSE,FALSE,N,Instructor-led,High, Completed ,Y,Good progress,24.2
L0621,Learner_621,INDIA,Africa,Manager,Education,power bi,4.1,Intermediate,24-02-2025,NA,2,11.1,27,NA,76,100,Y,N,TRUE,1,No,Instructor-led,Lower-Middle, In Progress ,Yes,Fast learner,9.7
L0622,Learner_622,BRAZIL,North America,Manager, Retail ,Excel,4,Beginner,2025-11-06,2025-11-12,10,19.1,16,92,67,72.55,N,1,No,Y,Y,Hybrid,High,Dropped,N,NA,8.9
L0623,Learner_623, Australia ,Europe, Clerk ,Education,Google Sheets,6.7,Beginner,2025-07-22,01 Aug 2025,9,9.4,34,48,52,NA,No,FALSE,Y,Yes,1,Hybrid,Upper-Middle, Completed ,FALSE,Struggling,15.9
L0624,Learner_624, SINGAPORE ,Europe,Manager, Government ,Google Sheets,6.9,Beginner,13 Jan 2025,15-01-2025,5,14.3,21,41,56,62.15,1,0,Yes,Yes,FALSE,Instructor-led,Lower-Middle,Dropped,No,Struggling,20.4
L0625,Learner_625,UNITED STATES,Asia, Consultant ,Finance,Manual Reporting,0.6,Beginner,20 Jan 2025,NA,8,5.4,44,NA,23,NA,TRUE,N,TRUE,Yes,Y,Instructor-led,High,Dropped,TRUE,NA,24.2
L0626,Learner_626,SINGAPORE,North America, Analyst ,Retail,spreadsheet,4.6,Intermediate,27-05-2025,01 Jun 2025,5,7.6,26,83,26,90.8,Yes,N,N,FALSE,FALSE,Self-paced,Low,Paused,N,Good progress,20.4
L0627,Learner_627,Denmark,North America,Analyst,Retail, Power BI ,5.1,Advanced,2025-08-04,04-08-2025,10,15.3,40,NA,54,60.65,No,1,No,TRUE,TRUE,Self-paced,Low,In Progress,TRUE,NA,23.5
L0628,Learner_628, Brazil ,Africa,Manager,Retail,Manual Reporting,1.6,Intermediate,2025-04-14,2025-04-14,11,7.9,12,61,74,74.95,1,No,Yes,Yes,N,Instructor-led,Upper-Middle,Completed,1,Good progress,8.9
L0629,Learner_629,singapore,Asia,Clerk,Government,Power BI,3,Intermediate,10 Sep 2025,19 Sep 2025,2,12.1,13,88,80,86.05,N,N,Y,Y,TRUE,Self-paced,Upper-Middle,In Progress,TRUE,Good progress,20.4
L0630,Learner_630, NORWAY ,South America, Engineer ,Retail, excel ,2,Beginner,2025-10-16,25 Oct 2025,3,8.5,39,46,61,79.25,Yes,Yes,FALSE,FALSE,Yes,Self-paced,Upper-Middle,Completed,1,Needs support,22.1
L0631,Learner_631, australia ,South America,Manager,Education,spreadsheet,1.2,Beginner,12/19/2025,2025-12-21,3,10.5,20,67,74,73.25,TRUE,Yes,No,Yes,TRUE,Instructor-led,Lower-Middle,Completed,FALSE,Needs support,15.9
L0632,Learner_632,BRAZIL,South America,Student,Government,MS Excel,8.5,Advanced,09-09-2025,19 Sep 2025,8,7.9,22,64,36,63.95,FALSE,N,1,TRUE,No,Self-paced,Low,Completed,1,NA,8.9
L0633,Learner_633,GERMANY,Africa,Student, Government ,MS Excel,3.4,Intermediate,2025-06-18,26-06-2025,7,11.8,28,NA,40,NA,1,1,N,TRUE,No,Hybrid,High,Dropped,FALSE,Good progress,21.8
L0634,Learner_634,france,Oceania, Engineer ,Healthcare,spreadsheet,0.6,Advanced,30-09-2025,2025-10-10,8,12.4,34,NA,50,70.2,No,1,TRUE,No,TRUE,Self-paced,High,In Progress,FALSE,NA,14.1
L0635,Learner_635,Ireland,Europe,Engineer,Healthcare,SpreadSheet,6.5,Beginner,18-05-2025,22 May 2025,11,10.5,29,NA,35,60.25,N,TRUE,Yes,1,Y,Self-paced,Upper-Middle,In Progress,TRUE,NA,25.8
L0636,Learner_636,Denmark,Africa,Analyst,Government, SpreadSheet ,7.6,Intermediate,2025-03-29,2025-04-04,11,4.1,7,93,52,53.05,Y,Y,No,TRUE,Y,Instructor-led,High,In Progress,Y,Fast learner,23.5
L0637,Learner_637,MEXICO,Africa,Clerk, Education , Spreadsheet ,5.4,Intermediate,30-10-2025,08-11-2025,4,10.3,27,74,58,68.15,FALSE,No,Yes,No,Y,Self-paced,High,Completed,FALSE,NA,7.6
L0638,Learner_638, France ,North America, Clerk ,Government,Manual Reporting,5,Beginner,2025-06-15,06/23/2025,5,3.7,25,100,43,NA,FALSE,1,1,Y,No,Hybrid,Upper-Middle,Dropped,Y,Good progress,14.1
L0639,Learner_639,Netherlands,Oceania,Engineer,Education,SpreadSheet,7.6,Beginner,2025-06-23,24-06-2025,1,8.9,37,66,49,83.45,N,No,N,FALSE,FALSE,Hybrid,High,Paused,N,Needs support,13.4
L0639,Learner_640,germany,South America, Manager ,Tech,spreadsheet,8.9,Intermediate,2025-02-24,25 Feb 2025,5,13.6,32,98,46,59.8,N,Yes,No,N,Yes,Hybrid,Lower-Middle, In Progress ,Y,Struggling,21.8
L0641,Learner_641,south korea,North America,Manager,Finance,SpreadSheet,8.3,Beginner,2025-05-04,2025-05-06,9,9.7,19,96,46,74.85,1,Y,N,FALSE,Y,Self-paced,Upper-Middle,Dropped,1,Good progress,18.6
L0642,Learner_642,Netherlands,Oceania, Analyst ,Government, Google Sheets ,5,Beginner,06/17/2025,06/27/2025,7,7.3,21,97,46,74.65,N,FALSE,Y,FALSE,No,Instructor-led,High,Completed,Y,Fast learner,13.4
L0643,Learner_643,india,Europe,Manager,Finance,google sheets,8,Beginner,05/26/2025,NA,6,15,26,73,21,66.5,0,1,Y,N,Y,Hybrid,Upper-Middle,Completed,No,Struggling,9.7
L0644,Learner_644, SINGAPORE ,South America,Analyst,Retail, Manual Reporting ,1.9,Beginner,02-12-2025,12/11/2025,1,6.2,16,97,65,60.1,No,FALSE,FALSE,TRUE,Y,Instructor-led,Low,In Progress,N,NA,20.4
L0644,Learner_645, Ireland ,Africa,Clerk,Education,spreadsheet,3.7,Intermediate,11-08-2025,08/18/2025,10,8,31,NA,67,76,1,1,Y,TRUE,N,Instructor-led,Low,Completed,N,Needs support,25.8
L0646,Learner_646,China,Oceania,Manager,Healthcare,MS Excel,4.1,Advanced,17-05-2025,23-05-2025,1,13.4,14,89,70,89.7,Y,TRUE,Yes,0,0,Instructor-led,High,Completed,Yes,Good progress,16.5
L0647,Learner_647,France,South America,Clerk, Retail , power bi ,0.9,Beginner,14 May 2025,19-05-2025,8,4.5,38,77,53,60.25,0,Yes,N,No,1,Hybrid,Upper-Middle,Completed,TRUE,NA,14.1
L0648,Learner_648,IRELAND,North America,Student,Tech,Excel,0,Beginner,03/21/2025,03/26/2025,10,14.4,29,59,63,83.2,1,Y,1,Yes,1,Instructor-led,Lower-Middle,In Progress,TRUE,Fast learner,25.8
L0649,Learner_649,Norway,Africa, Analyst ,Healthcare, Power BI ,3.9,Beginner,2025-04-29,2025-05-06,5,13.2,44,67,64,68.6,1,1,FALSE,0,1,Instructor-led,High,Dropped,1,Good progress,22.1
L0650,Learner_650,SOUTH KOREA,South America, Analyst ,Healthcare,MS Excel,1.6,Beginner,24 Oct 2025,30-10-2025,8,15,41,74,78,72.5,Yes,1,TRUE,No,Yes,Instructor-led,Low, Dropped ,No,Needs support,18.6
